HCPCS,MOD,DESCRIPTION,STATUS CODE,WORK RVU,NON-FAC PE RVU,NON-FAC NA INDICATOR,FACILITY PE RVU,FACILITY NA INDICATOR,MP RVU,NON-FACILITY TOTAL,FACILITY TOTAL,PCTC IND,GLOB DAYS,PRE OP,INTRA OP,POST OP,MULT PROC,BILAT SURG,ASST SURG,CO-SURG,TEAM SURG,ENDO BASE,CONV FACTOR,PHYSICIAN SUPERVISION OF DIAGNOSTIC PROCEDURES,CALCULATION FLAG,DIAGNOSTIC IMAGING FAMILY INDICATOR,PE USED FOR OPPS PAYMENT AMOUNT,PE USED FOR OPPS PAYMENT AMOUNT,MP USED FOR OPPS PAYMENT AMOUNT
88361,TC,Tumor immunohistochem/comput,A,0,2.73,,2.73,NA,0.01,2.74,2.74,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88361,26,Tumor immunohistochem/comput,A,0.95,0.41,,0.41,,0.02,1.38,1.38,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88362,,Nerve teasing preparations,A,2.17,3.67,,3.67,NA,0.09,5.93,5.93,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88362,TC,Nerve teasing preparations,A,0,2.69,,2.69,NA,0.02,2.71,2.71,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88362,26,Nerve teasing preparations,A,2.17,0.98,,0.98,,0.07,3.22,3.22,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88363,,Xm archive tissue molec anal,A,0.37,0.29,,0.19,,0.02,0.68,0.58,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88364,,Insitu hybridization (fish),A,0.7,3.02,,3.02,NA,0.03,3.75,3.75,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88364,TC,Insitu hybridization (fish),A,0,2.72,,2.72,NA,0.01,2.73,2.73,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88364,26,Insitu hybridization (fish),A,0.7,0.3,,0.3,,0.02,1.02,1.02,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88365,,Insitu hybridization (fish),A,0.88,4.19,,4.19,NA,0.03,5.1,5.1,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88365,TC,Insitu hybridization (fish),A,0,3.8,,3.8,NA,0.01,3.81,3.81,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88365,26,Insitu hybridization (fish),A,0.88,0.39,,0.39,,0.02,1.29,1.29,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88366,,Insitu hybridization (fish),A,1.24,6.17,,6.17,NA,0.04,7.45,7.45,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88366,TC,Insitu hybridization (fish),A,0,5.62,,5.62,NA,0.01,5.63,5.63,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88366,26,Insitu hybridization (fish),A,1.24,0.55,,0.55,,0.03,1.82,1.82,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88367,,Insitu hybridization auto,A,0.73,2.29,,2.29,NA,0.02,3.04,3.04,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88367,TC,Insitu hybridization auto,A,0,2.02,,2.02,NA,0.01,2.03,2.03,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88367,26,Insitu hybridization auto,A,0.73,0.27,,0.27,,0.01,1.01,1.01,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88368,,Insitu hybridization manual,A,0.88,2.52,,2.52,NA,0.03,3.43,3.43,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88368,TC,Insitu hybridization manual,A,0,2.21,,2.21,NA,0.01,2.22,2.22,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88368,26,Insitu hybridization manual,A,0.88,0.31,,0.31,,0.02,1.21,1.21,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88369,,M/phmtrc alysishquant/semiq,A,0.7,2.38,,2.38,NA,0.02,3.1,3.1,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88369,TC,M/phmtrc alysishquant/semiq,A,0,2.15,,2.15,NA,0.01,2.16,2.16,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88369,26,M/phmtrc alysishquant/semiq,A,0.7,0.23,,0.23,,0.01,0.94,0.94,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88371,,Protein western blot tissue,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
88371,26,Protein western blot tissue,A,0.37,0.14,,0.14,,0.01,0.52,0.52,6,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88372,,Protein analysis w/probe,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
88372,26,Protein analysis w/probe,A,0.37,0.14,,0.14,,0.01,0.52,0.52,6,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88373,,M/phmtrc alys ishquant/semiq,A,0.58,1.64,,1.64,NA,0.01,2.23,2.23,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88373,TC,M/phmtrc alys ishquant/semiq,A,0,1.43,,1.43,NA,0,1.43,1.43,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88373,26,M/phmtrc alys ishquant/semiq,A,0.58,0.21,,0.21,,0.01,0.8,0.8,1,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88374,,M/phmtrc alys ishquant/semiq,A,0.93,8.81,,8.81,NA,0.02,9.76,9.76,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88374,TC,M/phmtrc alys ishquant/semiq,A,0,8.47,,8.47,NA,0.01,8.48,8.48,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88374,26,M/phmtrc alys ishquant/semiq,A,0.93,0.34,,0.34,,0.01,1.28,1.28,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88375,,Optical endomicroscpy interp,A,0.91,0.49,,0.49,,0.05,1.45,1.45,2,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88377,,M/phmtrc alys ishquant/semiq,A,1.4,10.16,,10.16,NA,0.04,11.6,11.6,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88377,TC,M/phmtrc alys ishquant/semiq,A,0,9.72,,9.72,NA,0.02,9.74,9.74,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88377,26,M/phmtrc alys ishquant/semiq,A,1.4,0.44,,0.44,,0.02,1.86,1.86,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88380,,Microdissection laser,A,1.14,2.71,,2.71,NA,0.04,3.89,3.89,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88380,TC,Microdissection laser,A,0,2.27,,2.27,NA,0.02,2.29,2.29,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88380,26,Microdissection laser,A,1.14,0.44,,0.44,,0.02,1.6,1.6,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88381,,Microdissection manual,A,0.53,2.91,,2.91,NA,0.03,3.47,3.47,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88381,TC,Microdissection manual,A,0,2.72,,2.72,NA,0.02,2.74,2.74,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88381,26,Microdissection manual,A,0.53,0.19,,0.19,,0.01,0.73,0.73,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88387,,Tiss exam molecular study,A,0.62,0.34,,0.34,NA,0.03,0.99,0.99,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88387,TC,Tiss exam molecular study,A,0,0.16,,0.16,NA,0.01,0.17,0.17,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88387,26,Tiss exam molecular study,A,0.62,0.18,,0.18,,0.02,0.82,0.82,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88388,,Tiss ex molecul study add-on,A,0.45,0.51,,0.51,NA,0.02,0.98,0.98,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88388,TC,Tiss ex molecul study add-on,A,0,0.27,,0.27,NA,0.01,0.28,0.28,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88388,26,Tiss ex molecul study add-on,A,0.45,0.24,,0.24,,0.01,0.7,0.7,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88399,,Surgical pathology procedure,C,0,0,,0,NA,0,0,0,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88399,TC,Surgical pathology procedure,C,0,0,,0,NA,0,0,0,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88399,26,Surgical pathology procedure,C,0,0,,0,,0,0,0,1,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
88720,,Bilirubin total transcut,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
88738,,Hgb quant transcutaneous,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
88740,,Transcutaneous carboxyhb,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
88741,,Transcutaneous methb,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
88749,,In vivo lab service,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89049,,Chct for mal hyperthermia,A,1.4,5.36,,0.24,,0.13,6.89,1.77,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
89050,,Body fluid cell count,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89051,,Body fluid cell count,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89055,,Leukocyte assessment fecal,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89060,,Exam synovial fluid crystals,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89060,26,Exam synovial fluid crystals,A,0.37,0.14,,0.14,,0.01,0.52,0.52,6,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
89125,,Specimen fat stain,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89160,,Exam feces for meat fibers,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89190,,Nasal smear for eosinophils,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89220,,Sputum specimen collection,A,0,0.45,,0.45,NA,0.01,0.46,0.46,3,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
89230,,Collect sweat for test,A,0,0.09,,0.09,NA,0.01,0.1,0.1,3,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
89240,,Pathology lab procedure,C,0,0,,0,,0,0,0,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
89250,,Cultr oocyte/embryo <4 days,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89251,,Cultr oocyte/embryo <4 days,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89253,,Embryo hatching,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89254,,Oocyte identification,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89255,,Prepare embryo for transfer,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89257,,Sperm identification,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89258,,Cryopreservation embryo(s),X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89259,,Cryopreservation sperm,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89260,,Sperm isolation simple,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89261,,Sperm isolation complex,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89264,,Identify sperm tissue,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89268,,Insemination of oocytes,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89272,,Extended culture of oocytes,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89280,,Assist oocyte fertilization,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89281,,Assist oocyte fertilization,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89290,,Biopsy oocyte polar body,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89291,,Biopsy oocyte polar body,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89300,,Semen analysis w/huhner,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89310,,Semen analysis w/count,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89320,,Semen anal vol/count/mot,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89321,,Semen anal sperm detection,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89322,,Semen anal strict criteria,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89325,,Sperm antibody test,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89329,,Sperm evaluation test,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89330,,Evaluation cervical mucus,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89331,,Retrograde ejaculation anal,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89335,,Cryopreserve testicular tiss,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89337,,Cryopreservation oocyte(s),X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89342,,Storage/year embryo(s),X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89343,,Storage/year sperm/semen,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89344,,Storage/year reprod tissue,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89346,,Storage/year oocyte(s),X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89352,,Thawing cryopresrved embryo,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89353,,Thawing cryopresrved sperm,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89354,,Thaw cryoprsvrd reprod tiss,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89356,,Thawing cryopresrved oocyte,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
89398,,Unlisted reprod med lab proc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9001F,,Aortic aneurysm<5cm diam ct,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9002F,,Aortic aneurysm 5-5.4cm diam,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9003F,,Aortic anrysm5.5-5.9cm diam,M,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9004F,,Aortic anrysm 6/> cm diam,M,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9005F,,Asympt carot/vrtbrbas sten,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9006F,,Sympt sten-tia/strk<120days,M,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
9007F,,Other carot sten 120 days/>,M,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90281,,Human ig im,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90283,,Human ig iv,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90284,,Human ig sc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90287,,Botulinum antitoxin,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90288,,Botulism ig iv,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90291,,Cmv ig iv,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90296,,Diphtheria antitoxin,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90371,,Hep b ig im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90375,,Rabies ig im/sc,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90376,,Rabies ig heat treated,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90378,,Rsv mab im 50mg,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90384,,Rh ig full-dose im,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90385,,Rh ig minidose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90386,,Rh ig iv,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90389,,Tetanus ig im,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90393,,Vaccina ig im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90396,,Varicella-zoster ig im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90399,,Immune globulin,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90460,,Im admin 1st/only component,A,0.17,0.4,,0.4,NA,0.01,0.58,0.58,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
90461,,Im admin each addl component,A,0.15,0.2,,0.2,NA,0.01,0.36,0.36,0,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
90471,,Immunization admin,A,0.17,0.4,,0.4,NA,0.01,0.58,0.58,5,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
90472,,Immunization admin each add,A,0.15,0.2,,0.2,NA,0.01,0.36,0.36,5,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
90473,,Immune admin oral/nasal,R,0.17,0.4,,0.4,NA,0.01,0.58,0.58,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
90474,,Immune admin oral/nasal addl,R,0.15,0.2,,0.2,NA,0.01,0.36,0.36,0,ZZZ,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
90476,,Adenovirus vaccine type 4,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90477,,Adenovirus vaccine type 7,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90581,,Anthrax vaccine sc or im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90585,,Bcg vaccine percut,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90586,,Bcg vaccine intravesical,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90587,,Dengue vacc quad 3 dose subq,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90620,,Menb-4c vacc 2 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90621,,Menb-fhbp vacc 2/3 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90625,,Cholera vaccine live oral,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90630,,Flu vacc iiv4 no preserv id,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90632,,Hepa vaccine adult im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90633,,Hepa vacc ped/adol 2 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90634,,Hepa vacc ped/adol 3 dose,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90636,,Hep a/hep b vacc adult im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90644,,Hib-mency vacc 6wk-18m0 im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90647,,Hib prp-omp vacc 3 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90648,,Hib prp-t vaccine 4 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90649,,4vhpv vaccine 3 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90650,,2vhpv vaccine 3 dose im,E,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90651,,9vhpv vaccine 2/3 dose im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90653,,Iiv adjuvant vaccine im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90654,,Flu vacc iiv3 no preserv id,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90655,,Iiv3 vacc no prsv 0.25 ml im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90656,,Iiv3 vacc no prsv 0.5 ml im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90657,,Iiv3 vaccine splt 0.25 ml im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90658,,Iiv3 vaccine splt 0.5 ml im,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90660,,Laiv3 vaccine intranasal,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90661,,Cciiv3 vac no prsv 0.5 ml im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90662,,Iiv no prsv increased ag im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90664,,Laiv vacc pandemic intranasl,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90666,,Flu vac pandem prsrv free im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90667,,Iiv vacc pandemic adjuvt im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90668,,Iiv vaccine pandemic im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90670,,Pcv13 vaccine im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90672,,Laiv4 vaccine intranasal,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90673,,Riv3 vaccine no preserv im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
90674,,Cciiv4 vac no prsv 0.5 ml im,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
